date,naphtha_price,ethylene_price,margin_per_ton
2023-03-20,679.4209748065882,1053.0179951041086,-2.8766379713423476
2023-03-21,693.3490958181183,1070.919032230299,-3.546428860525225
2023-03-22,715.8517052047703,1092.6016063658287,-11.867333907198258
2023-03-23,709.8662889799461,1074.2347596788125,-22.253625627782412
2023-03-24,723.953238600127,1110.4341969228692,-4.836787877300026
2023-03-27,713.7132061898998,1095.2329934870465,-6.384614766153163
2023-03-28,719.6558339136753,1093.375684540625,-16.1654273442756
2023-03-29,715.760220732837,1086.9625820035635,-17.38437897355243
2023-03-30,717.141153010066,1098.484356026848,-7.703847986573351
2023-03-31,716.5910829765294,1106.644151799217,1.189374497177937
2023-04-03,711.059781331784,1104.7144792560773,6.6347708136985375
2023-04-04,686.3887318502983,1068.503502805737,3.3185270053393197
2023-04-05,694.5590434379923,1071.1009978854743,-4.977726698515426
2023-04-06,700.371848579537,1081.601833272172,-2.2272981672107335
2023-04-07,714.3566813275727,1102.119815291097,-0.35575981233330367
2023-04-10,725.0317443478559,1111.168129285868,-5.540863177939968
2023-04-11,716.1653657524206,1096.4555811593941,-8.431573177166683
2023-04-12,709.8732575882007,1080.6149224166975,-15.8827543675701
2023-04-13,703.0403609223525,1073.8877421477816,-13.499405748688446
2023-04-14,705.1947366384217,1073.17118336357,-17.088465487658937
2023-04-17,683.173670801675,1052.787743277608,-8.110484457958819
2023-04-18,685.2032356172131,1064.5161616190117,0.9118474627275646
2023-04-19,691.0198421749479,1064.4757240210665,-6.884065545530689
2023-04-20,682.6549836407644,1074.8873863525278,14.68074149817528
2023-04-21,690.400701285927,1098.7303856300766,28.196117248840665
2023-04-24,713.0727417403323,1112.864453494708,12.100797840931591
2023-04-25,716.6483884376679,1120.5411100742658,15.00992549070861
2023-04-26,722.1708234550229,1130.826735554573,17.9323042812091
2023-04-27,723.609638909692,1133.8248158109507,19.01196393136138
2023-04-28,705.6111739145208,1115.3331810240209,24.518282471326415
2023-05-01,696.6413381918235,1107.9778504734056,29.122732884307652
2023-05-02,690.9566014910748,1108.2186355831416,36.94316692837515
2023-05-03,699.3818309947162,1119.0689918973462,36.55988390439131
2023-05-04,702.2763002558187,1122.5937926546897,36.225392313598036
2023-05-05,696.7014027682009,1115.5846927780171,36.64948908708266
2023-05-08,690.7071972634006,1113.3162423791248,42.373312694590595
2023-05-09,690.376108045353,1118.2295837995525,47.72810640574846
2023-05-10,675.4498418722767,1111.7866765777387,61.186887414703165
2023-05-11,667.0338120775547,1096.3582441084718,56.97982800506554
2023-05-12,664.7569304934508,1088.7056471023775,52.36307311110977
2023-05-15,667.6290242611656,1086.107418186358,45.93538583813722
2023-05-16,656.1744873808237,1067.1181559236618,42.21883941589681
2023-05-17,669.6587244888061,1080.5710529425555,37.69275362414737
2023-05-18,657.1117616631445,1068.4222110954152,42.27319554455573
2023-05-19,640.9253279675346,1068.4646135487378,63.89750959202502
2023-05-22,625.6458486639085,1057.1529906080225,72.95852572281115
2023-05-23,631.2921205211792,1049.7383901361948,58.01556277462248
2023-05-24,634.5001574157116,1061.4425383498533,65.44232846223792
2023-05-25,639.356896514074,1068.327437388194,65.8515753694287
2023-05-26,649.0399831320392,1079.158996489386,63.77235231333373
2023-05-29,652.4901557245036,1081.1607651509537,61.173890851615624
2023-05-30,658.9527912785816,1078.8246001665225,50.22087846174702
2023-05-31,667.0627582099381,1082.067060086916,42.65004914033182
2023-06-01,655.4020427038763,1073.891002036641,50.02161176480604
2023-06-02,672.8117629851694,1099.439089850124,52.35673920323154
2023-06-05,667.0764774473787,1099.9872969342853,60.55199367111368
2023-06-06,662.1015071071076,1093.633553803935,60.83154432779145
2023-06-07,662.8909657661928,1073.0076267299426,39.15300570835211
2023-06-08,664.7378740958682,1065.5156650479576,29.19849958680004
2023-06-09,657.2616099286075,1045.2486566908908,18.899843452747405
2023-06-12,641.4774236472938,1022.1010303915907,16.797798861865658
2023-06-13,649.9193308331692,1044.5419022322849,27.98279445472599
2023-06-14,649.6623102062607,1053.8507873144417,37.63437370609415
2023-06-15,646.9654863290672,1034.3927607148441,21.77211227608791
2023-06-16,648.5290742202591,1039.85435450874,25.148922215061248
2023-06-19,644.168964533579,1038.3624579215084,29.470505210069746
2023-06-20,650.0467973583108,1036.6245209454817,19.895457801067323
2023-06-21,634.9274837564421,1020.3800444261584,23.810066084235586
2023-06-22,632.9964886750776,1015.6401597009816,21.644841467544893
2023-06-23,643.0405350754705,1040.0603475840794,32.672967483452
2023-06-26,638.9040279376209,1042.1216651884777,40.24962793831651
2023-06-27,648.5035766237515,1057.658586727313,42.987151228977496
2023-06-28,659.2193386357236,1064.620390881418,35.661272700453196
2023-06-29,666.7900535540246,1089.8784629406882,50.82505820198878
2023-06-30,675.0294288829388,1092.1292263903679,42.089987879782825
2023-07-03,681.1918773695983,1109.4716787706348,51.215842277837055
2023-07-04,684.7789431873571,1107.5409818255173,44.502390909041196
2023-07-05,701.0058821529565,1111.5841717556655,26.909662218390167
2023-07-06,705.9563835927192,1116.111096557081,24.83591843345539
2023-07-07,692.019337542445,1114.2085361606094,41.51608610401604
2023-07-10,695.3104837995533,1106.40040100237,29.319755936298975
2023-07-11,701.3600654887612,1108.1522855909418,23.005531605926876
2023-07-12,679.7316087167012,1081.2894102807732,24.980598658504846
2023-07-13,682.1989177361035,1089.3999204433962,29.801363461925007
2023-07-14,683.5943642263536,1091.1233734450343,29.664221143229497
2023-07-17,688.2541554191653,1093.6427281240685,25.970520898514792
2023-07-18,700.5557410823358,1106.727031260454,22.65270981733954
2023-07-19,703.1966400058359,1114.2256139601484,26.630093952367247
2023-07-20,690.8559352887544,1095.8727908918609,24.73154384018835
2023-07-21,707.0004321452842,1114.3083085150718,21.641065654692852
2023-07-24,703.1751487357017,1113.8655840966203,26.298719115684776
2023-07-25,697.2086421815966,1110.74861512283,31.13709221403451
2023-07-26,689.3353676610128,1105.7121381124114,36.598314564394286
2023-07-27,671.7395322281308,1100.9390572096113,55.28634757210364
2023-07-28,666.054196560076,1080.5903769435172,42.51811486341592
2023-07-31,663.5151173444135,1074.6605476704046,39.973724544519996
2023-08-01,664.9466922152128,1065.7071454310108,29.111555810727054
2023-08-02,668.9309857864934,1101.7343100757116,59.826329027053816
2023-08-03,655.235270832957,1091.01022372717,67.3631959498939
2023-08-04,651.9666428109997,1089.1512983169605,69.86244123562756
2023-08-07,633.3404638453987,1059.6697759671392,65.2158241732742
2023-08-08,638.12351619888,1063.8371347240075,63.00577979216746
2023-08-09,654.6982302681588,1073.889545583838,50.95857189295964
2023-08-10,656.4414812131462,1101.493001202591,76.23769291839596
2023-08-11,648.4504368661825,1084.7177090067437,70.11712651850041
2023-08-14,648.1101308949249,1083.6104012497626,69.46356005652945
2023-08-15,656.7488549705797,1093.0906064420894,67.42546648131645
2023-08-16,648.84169123547,1086.7728177668625,71.65056278623592
2023-08-17,675.8174436961496,1125.0216002396608,73.93167531146139
2023-08-18,645.899121345711,1093.3701808571948,82.17135239624679
2023-08-21,637.0465598824132,1089.5687249255577,90.17331174900676
2023-08-22,635.4624946503437,1104.9407250666059,107.65739886614756
2023-08-23,644.954987276483,1122.31712404219,112.37714100687924
2023-08-24,646.9100653148263,1123.2013701390606,110.65461638595889
2023-08-25,650.4125611551501,1138.2094161568257,120.9926679499589
2023-08-28,655.8814228496626,1139.7512011451747,115.24263734562453
2023-08-29,668.9819612927455,1154.4176607894226,112.44171239909531
2023-08-30,667.9382739555018,1144.9219673305336,104.33760205653118
2023-08-31,661.7710282047107,1131.7885633842573,99.42719244464308
2023-09-01,632.5291905159811,1110.7050512202732,117.33279719896507
2023-09-04,638.3800851100369,1114.0648385896438,112.89139177626123
2023-09-05,649.0342581977808,1128.5064884472617,113.12747751688732
2023-09-06,652.8436685004823,1108.4165982561683,87.95837358885854
2023-09-07,650.4141037478537,1110.3122912408803,93.09348624374206
2023-09-08,666.8972916647964,1143.6294449643724,104.4330560779772
2023-09-11,681.6712065546329,1147.0381685814948,88.14322650865086
2023-09-12,657.7014796343798,1127.7089647783257,100.77365859915267
2023-09-13,657.895835334924,1136.2779787724994,109.08353165926746
2023-09-14,656.497563814023,1136.151305030024,110.82121994466013
2023-09-15,640.9120282227027,1123.4350391922505,118.88566822864698
2023-09-18,636.5296733301947,1121.2602622236393,122.55403111671308
2023-09-19,641.2953038521663,1124.3253775471246,119.26497241090294
2023-09-20,644.598448828637,1126.8261891044458,117.36159066626317
2023-09-21,652.3697450133142,1138.8590820685056,119.03275538408673
2023-09-22,646.7195106091058,1126.509356728126,114.21667591598498
2023-09-25,664.51832546895,1143.3578495865195,107.33341562791941
2023-09-26,674.7249349675304,1156.8950622013244,107.26181557795053
2023-09-27,668.4363769086654,1142.4472251029595,101.19872255807229
2023-09-28,669.4814453645322,1145.2703112451545,102.62838409244489
2023-09-29,675.7269700409544,1138.8821723887443,87.9128790008051
2023-10-02,669.0922557956211,1130.700420029434,88.57741230193926
2023-10-03,685.7324043807994,1124.7636206351485,60.45374812741602
2023-10-04,690.0491039877012,1123.6269380837095,53.561466100107964
2023-10-05,694.2602151949548,1122.8698917394524,47.18960481284614
2023-10-06,697.7191526919308,1140.655615728481,60.36341213923993
2023-10-09,701.042994244306,1147.693516323499,62.96952399775762
2023-10-10,704.5518358343977,1143.5917777090012,54.18932992980433
2023-10-11,709.927544415836,1146.5455704279295,49.97551120681487
2023-10-12,700.1389127794162,1136.4254955588656,52.906945186310736
2023-10-13,697.0359038257311,1140.2630417983532,60.88183669737839
2023-10-16,696.005694264749,1133.8751449499869,55.867552596988276
2023-10-17,711.4169983450084,1157.9817302846623,59.42573249131772
2023-10-18,724.9115933559397,1176.6676315786908,60.11884043743794
2023-10-19,722.7674337416506,1170.081876900784,56.39196524524982
2023-10-20,718.7215624771623,1175.0427700111647,66.74735337494837
2023-10-23,719.1700595639919,1160.5247065312603,51.63129377927112
2023-10-24,717.9039600278521,1145.3044528135545,38.0991727764183
2023-10-25,718.9708461754818,1134.6644905118371,26.03669561119466
2023-10-26,703.8385615283474,1121.39441570869,32.94300033756019
2023-10-27,702.3306661900276,1104.3282788505019,17.887390597131684
2023-10-30,709.9835364573272,1131.5033705416615,34.85865526522525
2023-10-31,692.7059034988672,1132.016094951466,58.40822361964297
2023-11-01,684.6943413857389,1119.1844837638675,56.25869524954908
2023-11-02,682.3523865029407,1103.1269118478463,43.32372984392532
2023-11-03,695.9277120652802,1120.6705986951968,42.76698260815658
2023-11-06,687.1451423148023,1109.4244942515024,43.23097116509928
2023-11-07,670.293626049107,1089.723762851729,45.99892811958614
2023-11-08,679.9348252257383,1083.3931912045437,26.8134242368925
2023-11-09,674.9072112141575,1079.921348575819,30.04506695694215
2023-11-10,685.7522121657761,1102.4641466106748,38.1278637229733
2023-11-13,680.3884496965502,1090.3789763050497,33.19437670964942
2023-11-14,684.8527647607391,1091.3181982038134,28.181178522827963
2023-11-15,681.0941625927519,1097.5349136998318,39.409363576162605
2023-11-16,698.8485023135482,1117.0188104693361,35.22080738460511
2023-11-17,696.1514895029273,1119.6427322990737,41.440746295170584
2023-11-20,674.9085600482317,1098.8123439898122,48.934263925503274
2023-11-21,663.3393589852208,1109.195776552726,74.74329790576508
2023-11-22,670.704206994875,1117.4635946867215,73.19131869355488
2023-11-23,668.4047328137883,1091.3222442501562,50.11593383177183
2023-11-24,675.6888837811525,1113.0808148935087,62.16230318530529
2023-11-27,667.6276185456251,1111.1285958048268,70.95843774399339
2023-11-28,675.0146906953642,1103.7735297934455,53.753942199626636
2023-11-29,684.6642678257125,1125.4609632478212,62.57527281353782
2023-11-30,686.715173128898,1126.549564826059,60.929333987528366
2023-12-01,694.7997138737154,1119.7134671000463,43.313848601759105
2023-12-04,695.2870676459804,1129.8468102591937,52.79738673121983
2023-12-05,681.1435894472594,1125.1358240278882,66.94437143154244
2023-12-06,676.2864815223481,1100.4338981082517,48.71858941178755
2023-12-07,674.8472774705572,1089.9214151312203,40.12504517047739
2023-12-08,677.9445187300246,1082.167175944244,28.241150970877925
2023-12-11,688.8252454061425,1085.9248570122775,17.491196470754176
2023-12-12,692.2287983546138,1083.8499063905065,10.87817525102139
2023-12-13,688.2058968354077,1090.9711603454891,23.363297898278915
2023-12-14,690.084300780815,1089.19253801072,19.08013696963326
2023-12-15,676.0059601495226,1086.451744130981,35.11046393161757
2023-12-18,683.4979413822662,1090.6567858985907,29.326197388902415
2023-12-19,685.7181758682038,1083.4033132021987,19.112412044593498
2023-12-20,674.3336026802881,1065.2236411845906,16.11217094420647
2023-12-21,677.7972277640783,1071.2561891050739,17.526552086302786
2023-12-22,669.5107190750434,1070.087258627873,27.406299861148568
2023-12-25,677.552102527903,1079.3642004649794,25.961397094442077
2023-12-26,688.3041669579546,1087.0787087387666,19.33981946149379
2023-12-27,686.6230416622293,1089.8335410580685,24.336152175096117
2023-12-28,685.8189251045067,1096.2979330169808,31.872699544305192
2023-12-29,671.8629007291329,1095.8877140182988,50.07051304612162
2024-01-01,663.3361147167167,1085.838196921924,51.39004396630173
2024-01-02,648.7867664032728,1076.7799893137371,61.73096744270663
2024-01-03,661.8166983963214,1099.0859440105512,66.66367948212269
2024-01-04,670.361985167911,1092.9919487018763,49.17596847799484
2024-01-05,661.8620690109738,1080.2742167049298,47.791458023631435
2024-01-08,651.977793500332,1080.5392765459728,61.235551878863475
2024-01-09,653.8484751763247,1081.8995073009985,60.10154039923225
2024-01-10,658.8228864132683,1077.987481835351,49.556966617659896
2024-01-11,649.2932725034559,1060.5389707643817,44.81460742644049
2024-01-12,654.3900631081822,1068.440121253353,45.920037109110126
2024-01-15,660.2954334328183,1083.6950602731904,53.30114902943262
2024-01-16,646.0587373605637,1064.4003747515558,52.98872493747092
2024-01-17,647.606778880659,1053.7780430823714,40.3023379081593
2024-01-18,642.2076952809027,1057.3462301612321,51.06930312002851
2024-01-19,653.4524056657607,1077.7769491705462,56.50707494953201
2024-01-22,653.8539966522768,1076.0356967709515,54.23036790124911
2024-01-23,664.9242325210878,1083.4120582468827,46.846414885432296
2024-01-24,668.2884571538955,1098.5084302941684,57.45715408897445
2024-01-25,664.2022187111588,1088.6226966425568,53.01973836101172
2024-01-26,663.9351192694149,1093.5715468285782,58.324721136025005
2024-01-29,668.8132914000101,1099.544503659511,57.79344845949754
2024-01-30,674.4499963862627,1090.1771228383652,40.91046099001494
2024-01-31,665.0321547365423,1082.4099427991619,45.700403150438774
2024-02-01,655.127075792004,1060.4882249361417,36.98545721346966
2024-02-02,642.604621537278,1040.1668251226727,33.36066307296858
2024-02-05,640.8864830925523,1029.6460300166277,25.13071922655797
2024-02-06,643.3658144684424,1046.6875953974238,38.866509439500646
2024-02-07,641.9490343625824,1056.378822254248,50.446776437471385
2024-02-08,644.9608511345336,1049.3366383420002,39.38883682928872
2024-02-09,642.4164431347257,1038.2152152549954,31.659957742027814
2024-02-12,650.2760088053683,1035.8893931063676,18.85471469920992
2024-02-13,663.8170373131595,1053.9661876165987,18.876804532386018
2024-02-14,642.5110445667407,1040.6754755919242,33.99408283626997
2024-02-15,658.3145468186106,1049.1838480991464,21.431119007665643
2024-02-16,668.4301463512628,1043.235984039519,1.9957889045019783
2024-02-19,670.8651383683552,1031.3452501576323,-13.14160100017466
2024-02-20,675.7132687569292,1020.8646363099357,-30.086388699303257
2024-02-21,647.389512938031,999.1259621405927,-14.060055110115286
2024-02-22,670.7466021470389,1016.2707212695456,-28.058081593172915
2024-02-23,679.2688783505854,1025.5149007879847,-30.176937012795747
2024-02-26,675.45975406112,1027.8820292313042,-22.730976183522444
2024-02-27,692.6277346004783,1033.473718918264,-40.02992721570706
2024-02-28,698.271171351575,1042.1167575667196,-38.9114709020472
2024-02-29,682.0333593793463,1042.1919655143565,-17.185846991438552
2024-03-01,702.5901025804479,1053.191537394154,-33.59526604644327
2024-03-04,721.1934715229321,1070.9477542503569,-40.6435411135526
2024-03-05,718.4917997050213,1082.5055740953542,-25.483492178007623
2024-03-06,720.2498653476006,1087.4247752976503,-22.908378499150444
2024-03-07,736.6283461516441,1114.321594560084,-17.849533642108213
2024-03-08,745.9583094672098,1110.0822409187472,-34.528838370865856
2024-03-11,726.3439170873378,1103.4105049555208,-15.048051160929617
2024-03-12,714.8344631687212,1094.583749275376,-8.528868282918893
2024-03-13,701.9711679366312,1081.3569884074932,-4.604568841348396
2024-03-14,687.2164802748929,1082.670376279658,16.381735913134207
2024-03-15,675.7461021911412,1070.8218494553607,19.827046533839166
2024-03-18,673.436781939104,1079.4736540221668,31.557944770028143
2024-03-19,658.0988610578902,1064.398274026775,36.93312594958809
2024-03-20,655.833924754009,1066.8514675329473,42.406234527601896
2024-03-21,660.639657738269,1067.3196908793223,36.46681389496359
2024-03-22,663.0056709586526,1066.232053077402,32.22449179919863
2024-03-25,667.738600263335,1069.8758043236119,29.557670639165167
2024-03-26,660.633531019301,1062.805540923385,31.960832897650334
2024-03-27,664.291749764527,1086.4000986742228,50.67776565485349
2024-03-28,658.9825327929179,1083.772515874336,55.12913881711211
2024-03-29,674.0589921057132,1079.651122440539,30.905799632921457
2024-04-01,655.2694732543857,1050.8804563310634,27.18782532521584
2024-04-02,654.0278746600125,1071.105064969465,49.06789875611514
2024-04-03,658.0109921879728,1085.639841284288,58.29185170032429
2024-04-04,655.6146962583847,1060.7192123585287,36.566284014015764
2024-04-05,631.6596288870987,1046.427518711086,54.21468019495421
2024-04-08,633.7168946700698,1036.967605626722,42.011746066628916
2024-04-09,645.0617166585823,1034.746155303154,24.663866425044148
2024-04-10,656.643007376549,1058.5022032104969,32.97819337509816
2024-04-11,648.6547666186142,1040.993628636401,26.120606478248646
2024-04-12,657.2958796447267,1039.8866009493622,13.492094756393271
2024-04-15,666.1307873966598,1038.0982261511115,-0.07615704443492177
2024-04-16,674.4107167264921,1046.949949083256,-2.2643398854002044
2024-04-17,669.5235865998977,1034.8843652011512,-7.813750265379099
2024-04-18,671.796152605919,1021.0351291969141,-24.69307427764454
2024-04-19,668.6170302428884,1015.2892835414185,-26.20009011576599
2024-04-22,675.538344780694,1011.5332843790037,-39.184508661921654
2024-04-23,693.4631207730846,1025.665643789808,-48.951850574304785
2024-04-24,680.5157550980372,1026.7234695490656,-30.630870581650584
2024-04-25,697.9742967616041,1041.480937969304,-39.15145771283483
2024-04-26,687.608446312694,1032.9356662637076,-33.875595486551106
2024-04-29,679.6843856468778,1023.6803912003215,-32.56545632884888
2024-04-30,696.0124641099617,1042.3591621083237,-35.65745670495846
2024-05-01,697.0583825237593,1046.8725762501765,-32.53860044816918
2024-05-02,695.8604748379734,1053.670762950514,-24.143203500117124
2024-05-03,704.9504572244358,1059.1424507067923,-30.79149225912215
2024-05-06,705.4629686843173,1081.4064246706812,-9.210866908408548
2024-05-07,709.4866606932826,1083.7280336094877,-12.25418064822236
2024-05-08,731.680439553745,1104.4680077171668,-21.10591168782662
2024-05-09,718.0639707754618,1098.6847172026914,-8.733910497924285
2024-05-10,707.0780512498363,1084.3076803152567,-8.463054684525105
2024-05-13,710.0323249931891,1086.165319965404,-10.54444669218151
2024-05-14,700.7803792310291,1072.9837306355896,-11.39010833911584
2024-05-15,693.6272028529627,1077.1671229261183,2.330852455501372
2024-05-16,685.2319122795273,1064.4226081333397,0.7800584273034019
2024-05-17,706.8091582018797,1079.868991735117,-12.543219200722433
2024-05-20,722.7118620555312,1106.6105504372576,-7.0052656367839745
2024-05-21,720.1076803852515,1091.3624139734961,-18.78115987350577
2024-05-22,724.410530786547,1101.7415077475844,-14.139199967811692
2024-05-23,734.5657855136769,1111.9635809727665,-17.45746637880268
2024-05-24,747.4937609377248,1136.8887983791265,-9.769549537839907
2024-05-27,733.9210196536055,1138.243090038644,9.68173050050325
2024-05-28,734.9393500350435,1133.8786474723552,3.959514092297127
2024-05-29,730.2403040670164,1147.3738519942763,23.720113238254385
2024-05-30,740.6016076601119,1139.9704924933762,2.501682279893771
2024-05-31,740.4964136526679,1138.648367934064,1.3198163971734402
2024-06-03,737.3714253785711,1131.0105438175576,-2.1513566872038155
2024-06-04,719.4199762194671,1122.7643815999368,13.537746640647242
2024-06-05,707.9470514198186,1108.6109842219919,14.68158232890039
2024-06-06,700.5411408818965,1094.9953595391198,10.940505029924566
2024-06-07,708.1392088243146,1105.7409732433227,11.555361477570045
2024-06-10,699.9287275746117,1089.4381987742918,6.1998953414762354
2024-06-11,694.1600573773906,1092.993965658922,17.44722248906794
2024-06-12,695.0109140493583,1095.9909240425295,19.309705310051754
2024-06-13,690.8831894937143,1089.7808674481855,18.60328145656638
2024-06-14,692.7525645193007,1074.8749890714296,1.204903045695346
2024-06-17,709.8308812062429,1083.9461123784165,-12.495062563240708
2024-06-18,702.7655441341401,1089.8789717191187,2.858246206931881
2024-06-19,704.5991719351734,1092.1562723753425,2.6907097951112746
2024-06-20,697.4764410761738,1071.5095800676534,-8.4590080339118
2024-06-21,698.9427260917728,1083.8415122414751,1.9178774524447135
2024-06-24,688.4572878710628,1086.6005274987124,18.657477003961958
2024-06-25,675.7787816007237,1068.0181228132137,16.97974734558204
2024-06-26,680.8558499808375,1072.9453199469672,15.137519972517111
2024-06-27,687.8965455232021,1073.0901363265011,5.8947422955649245
2024-06-28,676.2679590421666,1045.7032092292798,-5.987402826942343
2024-07-01,663.1354564838341,1024.474594411958,-9.706014233154178
2024-07-02,648.0767066634404,1013.5476822956704,-0.5545932555835407
2024-07-03,641.3238258478087,990.7576021925075,-14.340832271237446
2024-07-04,666.5100422332882,1007.7023275378917,-30.977728773159242
2024-07-05,653.1349820296045,1006.5782688669158,-14.268373839223614
2024-07-08,665.085207283391,1008.4361735524651,-28.34410282538954
2024-07-09,649.4669767472798,986.3990001881242,-29.556968808248826
2024-07-10,661.0258650203157,994.9988805999889,-36.36893942709867
2024-07-11,652.4759153705571,987.7060117412856,-32.26187541945728
2024-07-12,664.8201457936168,988.125432979649,-48.301428078506774
2024-07-15,660.6253364940982,973.7636841149866,-57.070097877144235
2024-07-16,683.0976702655495,1009.2615508931707,-51.535342794228654
2024-07-17,692.9360400367506,1017.6146027285394,-56.30011732046137
2024-07-18,699.6177588516757,1006.4484237488945,-76.37525472000652
2024-07-19,702.0727259907106,998.3028022897836,-87.79416569783064
2024-07-22,686.8053213861247,980.4562415212258,-85.28418699360702
2024-07-23,682.5791599308177,982.5932378451186,-77.512308729305
2024-07-24,689.7233370164769,991.9183368356669,-77.71277918630233
2024-07-25,678.9929412627487,989.2312129829186,-66.09270870074636
2024-07-26,677.354484946439,998.4328702242808,-54.70644303763788
2024-07-29,667.2455006533213,967.3011701076454,-72.35949743011633
2024-07-30,662.0308752985981,981.1054050639826,-51.60242866748149
2024-07-31,666.7773156846531,984.5478538070976,-54.4885671057732
2024-08-01,675.8564346826672,997.5461334508836,-53.59577945933927
2024-08-02,680.4590161226457,998.1460322085093,-59.13265595501832
2024-08-05,680.912674576425,1001.0523624456836,-56.83120365621653
2024-08-06,673.6531686982987,986.1264182876233,-62.07780664344159
2024-08-07,674.8464803569153,996.0139527609887,-53.78135438156505
2024-08-08,681.4301312467769,1006.7416705411682,-51.8318377878677
2024-08-09,686.4680267898548,1033.6468019313404,-31.643900455132666
2024-08-12,688.8434489086837,1045.3231596405585,-23.134772237686434
2024-08-13,709.6121653363957,1065.1628021920449,-30.986751589816095
2024-08-14,711.8587102433671,1076.9421600617507,-22.202786929405534
2024-08-15,730.0422189772751,1096.6587552847889,-26.73087001824456
2024-08-16,733.262981885493,1100.7877920615551,-26.896183785768812
2024-08-19,718.3497297064531,1097.9965709625376,-9.80306864606655
2024-08-20,714.6795379579826,1079.1741794818909,-23.731871128752573
2024-08-21,712.2872638654575,1061.883573181155,-37.83277863945489
2024-08-22,700.2756020757023,1051.871278230238,-31.829524537365046
2024-08-23,689.5649466500631,1052.1650024138971,-17.254926452853738
2024-08-26,673.1939284271143,1039.9467832790326,-7.645121290453176
2024-08-27,678.9000722084222,1058.3087768263672,3.108680548470943
2024-08-28,688.4989760930573,1069.653378617293,1.6547438265498613
2024-08-29,689.0021280271166,1069.908678836139,1.239174799983516
2024-08-30,700.9888004538207,1075.536078070225,-9.11565586820268
2024-09-02,706.2353789806374,1079.917471595947,-11.729700378236089
